source_attribute_id,target_attribute_name
www.itenergy.co.uk//vga,has_vga_port
www.jrlinton.co.uk//displayport,has_displayport
www.jrlinton.co.uk//dvi,has_dvi_port
www.jrlinton.co.uk//hdmi,has_hdmi_port
www.jrlinton.co.uk//headphone,has_headphone_port
www.jrlinton.co.uk//network rj45,has_ethernet_port
www.jrlinton.co.uk//speakers,has_speakers
www.jrlinton.co.uk//usb,has_usb_port
www.jrlinton.co.uk//vga,has_vga_port
www.kingsfieldcomputers.co.uk//displayport,has_displayport
www.kingsfieldcomputers.co.uk//dvi,has_dvi_port
www.kingsfieldcomputers.co.uk//hdmi,has_hdmi_port
www.kingsfieldcomputers.co.uk//headphone,has_headphone_port
www.kingsfieldcomputers.co.uk//network rj45,has_ethernet_port
www.kingsfieldcomputers.co.uk//speakers,has_speakers
www.kingsfieldcomputers.co.uk//usb,has_usb_port
www.kingsfieldcomputers.co.uk//vga,has_vga_port
www.makingbuyingeasy.co.uk//bluetooth,bluetooth
www.makingbuyingeasy.co.uk//builtin speakers,has_speakers
www.makingbuyingeasy.co.uk//dvi port,has_dvi_port
www.makingbuyingeasy.co.uk//ethernet lan,has_ethernet_port
www.makingbuyingeasy.co.uk//full hd,has_full_hd
www.makingbuyingeasy.co.uk//headphone out,has_headphone_port
www.makingbuyingeasy.co.uk//microphone in,has_microphone_input
www.makingbuyingeasy.co.uk//usb required,has_usb_port
www.makingbuyingeasy.co.uk//wifi,wifi
www.mediashopuk.com//bluetooth,bluetooth
www.mediashopuk.com//dvi port,has_dvi_port
www.mediashopuk.com//ethernet lan,has_ethernet_port
www.mediashopuk.com//microphone in,has_microphone_input
www.mediashopuk.com//wifi,wifi
www.mrhightech.com//bluetooth,bluetooth
www.mrhightech.com//dvi port,has_dvi_port
www.mrhightech.com//ethernet lan,has_ethernet_port
www.mrhightech.com//microphone in,has_microphone_input
www.mrhightech.com//wifi,wifi
www.nexus-t.co.uk//speakers,has_speakers
www.officedepot.com//displayport,has_displayport
www.officedepot.com//dvi,has_dvi_port
www.officedepot.com//hdmi,has_hdmi_port
www.officedepot.com//headphone jack,has_headphone_port
www.officedepot.com//integrated speakers,has_speakers
www.officedepot.com//network rj45,has_ethernet_port
www.officedepot.com//speakers,has_speakers
www.officedepot.com//usb,has_usb_port
www.officedepot.com//vga,has_vga_port
www.ohc24.ch//usb port,has_usb_port
www.pc-canada.com//displayport,has_displayport
www.pc-canada.com//dvi,has_dvi_port
www.pc-canada.com//hdmi,has_hdmi_port
www.pc-canada.com//headphone,has_headphone_port
www.pc-canada.com//speakers,has_speakers
www.pc-canada.com//usb,has_usb_port
www.pc-canada.com//vga,has_vga_port
www.pcconnection.com//attributes,has_speakers
www.planet-computer.it//altoparlante  cuffia  spinotto di uscita,has_speakers_output
www.planet-computer.it//altoparlanti incorporati,has_speakers
www.planet-computer.it//bluetooth,bluetooth
www.planet-computer.it//collegamento ethernet lan,has_ethernet_port
www.planet-computer.it//full hd,has_full_hd
www.planet-computer.it//hdmi,has_hdmi_port
www.planet-computer.it//microfono incorporato,has_microphone
www.planet-computer.it//microfono spinotto dingresso,has_microphone_input
www.planet-computer.it//porta dvi,has_dvi_port
www.planet-computer.it//subwoofer incorporato,has_subwoofer
www.planet-computer.it//wifi,wifi
www.softwarecity.ca//displayport,has_displayport
www.softwarecity.ca//dvi,has_dvi_port
www.softwarecity.ca//hdmi,has_hdmi_port
www.softwarecity.ca//headphone,has_headphone_port
www.softwarecity.ca//network rj45,has_ethernet_port
www.softwarecity.ca//speakers,has_speakers
www.softwarecity.ca//usb,has_usb_port
www.softwarecity.ca//vga,has_vga_port
www.xpcpro.com//bluetooth,bluetooth
www.xpcpro.com//builtin speakers,has_speakers
www.xpcpro.com//builtin subwoofer,has_speakers
www.xpcpro.com//dvi port,has_dvi_port
www.xpcpro.com//ethernet lan,has_ethernet_port
www.xpcpro.com//ethernet lan connection,has_ethernet_port
www.xpcpro.com//full hd,has_full_hd
www.xpcpro.com//hdmi,has_hdmi_port
www.xpcpro.com//headphone out,has_headphone_port
www.xpcpro.com//microphone in,has_microphone_input
www.xpcpro.com//usb powered,has_usb_port
www.xpcpro.com//wifi,wifi
ca.pcpartpicker.com//manufacturer,brand
ce.yikus.com//brand,brand
ce.yikus.com//label,brand
ce.yikus.com//manufacturer,brand
ce.yikus.com//publisher,brand
ce.yikus.com//studio,brand
www.ebay.com//brand,brand
www.ebay.com//manufacturer,brand
www.ebay.com//manufacturersupplier,brand
www.imldirect.it//brand name,brand
www.imldirect.it//manufacturer,brand
www.itenergy.co.uk//brand name,brand
www.itenergy.co.uk//manufacturer,brand
www.jrlinton.co.uk//brand name,brand
www.jrlinton.co.uk//manufacturer,brand
www.kingsfieldcomputers.co.uk//brand name,brand
www.kingsfieldcomputers.co.uk//manufacturer,brand
www.nexus-t.co.uk//manufacturer,brand
www.nexus-t.co.uk//product name,brand
www.odsi.co.uk//manufacturer,brand
www.odsi.co.uk//product description,brand
www.officedepot.com//brand name,brand
www.pc-canada.com//brand name,brand
www.pc-canada.com//manufacturer,brand
www.shopmania.com//brand,brand
www.shopmania.com//product name,brand
www.softwarecity.ca//brand name,brand
www.softwarecity.ca//manufacturer,brand
www.vology.com//product description,brand
ce.yikus.com//color,color
www.best-deal-items.com//case colour,color
www.best-deal-items.com//colour,color
www.best-deal-items.com//product color,color
www.cleverboxes.com//case colour,color
www.cleverboxes.com//colour,color
www.ebay.com//exterior color,color
www.ebay.com//product color,color
www.hardware-planet.it//colore del prodotto,color
www.imldirect.it//colour,color
www.itenergy.co.uk//colour,color
www.jrlinton.co.uk//colour,color
www.kingsfieldcomputers.co.uk//colour,color
www.makingbuyingeasy.co.uk//colour of product,color
www.mediashopuk.com//colour of product,color
www.mrhightech.com//colour of product,color
www.nexus-t.co.uk//product name,color
www.odsi.co.uk//colour,color
www.odsi.co.uk//enclosure colour,color
www.officedepot.com//color,color
www.ohc24.ch//colour,color
www.pc-canada.com//color,color
www.pcconnection.com//color,color
www.planet-computer.it//colore del prodotto,color
www.softwarecity.ca//color,color
www.vology.com//color,color
www.xpcpro.com//colour of product,color
www.hardware-planet.it//colore piedi,color_feet
www.planet-computer.it//colore del piede,color_feet
www.xpcpro.com//feet colour,color_feet
www.best-deal-items.com//hd type,hd_type
www.cleverboxes.com//resolution native,hd_type
www.hardware-planet.it//tipologia hd,hd_type
www.imldirect.it//screen mode,hd_type
www.itenergy.co.uk//screen mode,hd_type
www.jrlinton.co.uk//screen mode,hd_type
www.kingsfieldcomputers.co.uk//screen mode,hd_type
www.makingbuyingeasy.co.uk//hd type,hd_type
www.mediashopuk.com//hd type,hd_type
www.mrhightech.com//hd type,hd_type
www.nexus-t.co.uk//screen features,hd_type
www.officedepot.com//screen mode,hd_type
www.pc-canada.com//screen mode,hd_type
www.planet-computer.it//tipologia hd,hd_type
www.softwarecity.ca//screen mode,hd_type
www.xpcpro.com//hd type,hd_type
www.cleverboxes.com//headphone ports,headphone_port_type
www.hardware-planet.it//connessione cuffia,headphone_port_type
www.makingbuyingeasy.co.uk//headphone connectivity,headphone_port_type
www.mediashopuk.com//headphone connectivity,headphone_port_type
www.mrhightech.com//headphone connectivity,headphone_port_type
www.planet-computer.it//connessione cuffia,headphone_port_type
www.xpcpro.com//headphone connectivity,headphone_port_type
www.imldirect.it//mount type,mount_type
www.itenergy.co.uk//mount type,mount_type
www.jrlinton.co.uk//mount type,mount_type
www.kingsfieldcomputers.co.uk//mount type,mount_type
www.officedepot.com//mount type,mount_type
www.pc-canada.com//mount type,mount_type
www.pcconnection.com//product type,mount_type
www.softwarecity.ca//mount type,mount_type
www.hardware-planet.it//classe efficienza energetica,power_consumption_class
www.imldirect.it//energy efficiency class,power_consumption_class
www.itenergy.co.uk//energy efficiency class,power_consumption_class
www.jrlinton.co.uk//energy efficiency class,power_consumption_class
www.kingsfieldcomputers.co.uk//energy efficiency class,power_consumption_class
www.makingbuyingeasy.co.uk//energy efficiency class,power_consumption_class
www.mediashopuk.com//energy efficiency class,power_consumption_class
www.mrhightech.com//energy efficiency class,power_consumption_class
www.odsi.co.uk//energy class,power_consumption_class
www.ohc24.ch//energy class,power_consumption_class
www.planet-computer.it//classe efficienza energetica,power_consumption_class
www.xpcpro.com//energy efficiency class,power_consumption_class
catalog.com//display technology,screen_type
www.cleverboxes.com//display type,screen_type
www.cleverboxes.com//product type,screen_type
www.cleverboxes.com//screen type,screen_type
www.ebay.com//display technology,screen_type
www.getprice.com.au//monitor type,screen_type
www.hardware-planet.it//tecnologia display,screen_type
www.hardware-planet.it//tipo di display,screen_type
www.hardware-planet.it//tipologia display,screen_type
www.imldirect.it//product name,screen_type
www.imldirect.it//product type,screen_type
www.itenergy.co.uk//product name,screen_type
www.itenergy.co.uk//product type,screen_type
www.jrlinton.co.uk//product name,screen_type
www.kingsfieldcomputers.co.uk//product name,screen_type
www.kingsfieldcomputers.co.uk//product type,screen_type
www.makingbuyingeasy.co.uk//display,screen_type
www.makingbuyingeasy.co.uk//display technology,screen_type
www.makingbuyingeasy.co.uk//display type,screen_type
www.mediashopuk.com//display,screen_type
www.mediashopuk.com//display technology,screen_type
www.mrhightech.com//display,screen_type
www.mrhightech.com//display technology,screen_type
www.nexus-t.co.uk//product name,screen_type
www.nexus-t.co.uk//screen type,screen_type
www.odsi.co.uk//device type,screen_type
www.odsi.co.uk//display type,screen_type
www.odsi.co.uk//product description,screen_type
www.odsi.co.uk//product type,screen_type
www.officedepot.com//product name,screen_type
www.officedepot.com//product type,screen_type
www.ohc24.ch//device type,screen_type
www.ohc24.ch//product description,screen_type
www.pc-canada.com//product name,screen_type
www.pc-canada.com//product type,screen_type
www.pcconnection.com//display technology,screen_type
www.planet-computer.it//tecnologia display,screen_type
www.planet-computer.it//tipologia display,screen_type
www.shopmania.com//display type,screen_type
www.softwarecity.ca//product type,screen_type
www.vology.com//device type,screen_type
www.vology.com//display type,screen_type
www.vology.com//product description,screen_type
www.xpcpro.com//display,screen_type
www.xpcpro.com//display technology,screen_type
www.cleverboxes.com//usb ports,usb_port_version
www.ebay.com//usb hub,usb_port_version
www.ebay.com//usb standard,usb_port_version
www.imldirect.it//usb standard,usb_port_version
www.itenergy.co.uk//usb standard,usb_port_version
www.jrlinton.co.uk//usb standard,usb_port_version
www.kingsfieldcomputers.co.uk//usb standard,usb_port_version
www.makingbuyingeasy.co.uk//usb version,usb_port_version
www.officedepot.com//usb standard,usb_port_version
www.pc-canada.com//usb standard,usb_port_version
www.softwarecity.ca//usb standard,usb_port_version
ca.pcpartpicker.com//displayport,displayport_quantity
ca.pcpartpicker.com//dvi,dvi_port_quantity
ca.pcpartpicker.com//dvid duallink,dvid_port_quantity
ca.pcpartpicker.com//hdmi,hdmi_port_quantity
ca.pcpartpicker.com//minidisplay port,minidisplayport_quantity
ca.pcpartpicker.com//vga,vga_port_quantity
www.best-deal-items.com//dvid ports,dvid_port_quantity
www.best-deal-items.com//dvid ports quantity,dvid_port_quantity
www.best-deal-items.com//number of loudspeakers,speakers_quantity
www.best-deal-items.com//number of usb ports,usb_port_quantity
www.best-deal-items.com//usb 20 ports,usb_port2_quantity
www.best-deal-items.com//usb 20 ports quantity,usb_port2_quantity
www.best-deal-items.com//vga dsub ports,vga_port_quantity
www.cleverboxes.com//audio capabilities,speakers_quantity
www.cleverboxes.com//displayport in,displayport_quantity
www.cleverboxes.com//hdmi ports,hdmi_port_quantity
www.cleverboxes.com//headphone ports,headphone_port_quantity
www.cleverboxes.com//language selection,supported_languages_number
www.cleverboxes.com//language selection,supported_languages_number
www.cleverboxes.com//speakers,speakers_quantity
www.cleverboxes.com//usb ports,usb_port_quantity
www.cleverboxes.com//usb ports,usb_port2_upstream_quantity
www.cleverboxes.com//vga in,vga_port_quantity
www.ebay.com//dvi,dvi_port_quantity
www.ebay.com//dvid,dvid_port_quantity
www.ebay.com//hdmi ports qty,hdmi_port_quantity
www.ebay.com//number of dvi,dvi_port_quantity
www.ebay.com//number of hdmi inputs,hdmi_port_quantity
www.ebay.com//number of hdmi ports,hdmi_port_quantity
www.ebay.com//number of speakers,speakers_quantity
www.ebay.com//number of usb 30 ports,usb_port3_quantity
www.ebay.com//number of usb ports,usb_port_quantity
www.ebay.com//speaker qty,speakers_quantity
www.ebay.com//speaker system,speakers_quantity
www.ebay.com//usb hub,usb_port2_upstream_quantity
www.ebay.com//usb ports qty,usb_port_quantity
www.hardware-planet.it//numero di altoparlanti,speakers_quantity
www.hardware-planet.it//numero di lingue osd,supported_languages_number
www.hardware-planet.it//quantità displayports,displayport_quantity
www.hardware-planet.it//quantità porte dvid,dvid_port_quantity
www.hardware-planet.it//quantità porte hdmi,hdmi_port_quantity
www.hardware-planet.it//quantità porte usb 20,usb_port2_quantity
www.hardware-planet.it//quantità porte usb 30,usb_port3_quantity
www.hardware-planet.it//quantità porte vga dsub,vga_port_quantity
www.imldirect.it//number of speakers,speakers_quantity
www.itenergy.co.uk//number of speakers,speakers_quantity
www.jrlinton.co.uk//number of speakers,speakers_quantity
www.kingsfieldcomputers.co.uk//number of speakers,speakers_quantity
www.makingbuyingeasy.co.uk//displayports quantity,displayport_quantity
www.makingbuyingeasy.co.uk//dvid ports quantity,dvid_port_quantity
www.makingbuyingeasy.co.uk//ethernet lan rj45 ports,ethernet_port_quantity
www.makingbuyingeasy.co.uk//hdmi ports quantity,hdmi_port_quantity
www.makingbuyingeasy.co.uk//headphone outputs,headphone_port_quantity
www.makingbuyingeasy.co.uk//mini displayport quantity,minidisplayport_quantity
www.makingbuyingeasy.co.uk//number of loudspeakers,speakers_quantity
www.makingbuyingeasy.co.uk//number of osd languages,supported_languages_number
www.makingbuyingeasy.co.uk//usb 20 ports quantity,usb_port2_quantity
www.makingbuyingeasy.co.uk//usb 30 ports quantity,usb_port3_quantity
www.makingbuyingeasy.co.uk//vga dsub input ports,vga_port_quantity
www.makingbuyingeasy.co.uk//vga dsub ports quantity,vga_port_quantity
www.mediashopuk.com//displayports quantity,displayport_quantity
www.mediashopuk.com//dvid ports quantity,dvid_port_quantity
www.mediashopuk.com//dvii ports quantity,dvii_port_quantity
www.mediashopuk.com//hdmi ports quantity,hdmi_port_quantity
www.mediashopuk.com//headphone out,headphone_port_quantity
www.mediashopuk.com//usb 20 ports quantity,usb_port2_quantity
www.mediashopuk.com//usb 30 ports quantity,usb_port3_quantity
www.mediashopuk.com//vga dsub ports quantity,vga_port_quantity
www.mrhightech.com//displayports quantity,displayport_quantity
www.mrhightech.com//dvid ports quantity,dvid_port_quantity
www.mrhightech.com//dvii ports quantity,dvii_port_quantity
www.mrhightech.com//hdmi ports quantity,hdmi_port_quantity
www.mrhightech.com//headphone out,headphone_port_quantity
www.mrhightech.com//usb 20 ports quantity,usb_port2_quantity
www.mrhightech.com//usb 30 ports quantity,usb_port3_quantity
www.mrhightech.com//vga dsub ports quantity,vga_port_quantity
www.nexus-t.co.uk//displayports,displayport_quantity
www.nexus-t.co.uk//displayports out,displayport_quantity
www.nexus-t.co.uk//dvid ports,dvid_port_quantity
www.nexus-t.co.uk//hdmi ports,hdmi_port_quantity
www.nexus-t.co.uk//headphone jacks,headphone_port_quantity
www.nexus-t.co.uk//usb 20 downstream ports,usb_port2_quantity
www.nexus-t.co.uk//usb 20 upstream ports,usb_port2_upstream_quantity
www.nexus-t.co.uk//usb 30 downstream ports,usb_port3_quantity
www.nexus-t.co.uk//usb 30 upstream ports,usb_port3_upstream_quantity
www.nexus-t.co.uk//vga ports,vga_port_quantity
www.odsi.co.uk//hdmi ports qty,hdmi_port_quantity
www.odsi.co.uk//speaker system,speakers_quantity
www.odsi.co.uk//speakers,speakers_quantity
www.officedepot.com//number of speakers,speakers_quantity
www.ohc24.ch//hdmi ports qty,hdmi_port_quantity
www.ohc24.ch//speaker system,speakers_quantity
www.ohc24.ch//usb port,usb_port_quantity
www.pc-canada.com//number of speakers,speakers_quantity
www.pcconnection.com//attributes,speakers_quantity
www.pcconnection.com//speakers included,speakers_quantity
www.planet-computer.it//numero di altoparlanti,speakers_quantity
www.planet-computer.it//numero di lingue osd,supported_languages_number
www.planet-computer.it//quantità displayports,displayport_quantity
www.planet-computer.it//quantità porte dvid,dvid_port_quantity
www.planet-computer.it//quantità porte ethernet lan rj45,ethernet_port_quantity
www.planet-computer.it//quantità porte hdmi,hdmi_port_quantity
www.planet-computer.it//quantità porte usb 20,usb_port2_quantity
www.planet-computer.it//quantità porte usb 30,usb_port3_quantity
www.planet-computer.it//quantità porte vga dsub,vga_port_quantity
www.shopmania.com//hdmi ports,hdmi_port_quantity
www.shopmania.com//number of speakers,speakers_quantity
www.shopmania.com//usb ports,usb_port_quantity
www.softwarecity.ca//number of speakers,speakers_quantity
www.xpcpro.com//displayports quantity,displayport_quantity
www.xpcpro.com//dvid ports quantity,dvid_port_quantity
www.xpcpro.com//dvii ports quantity,dvii_port_quantity
www.xpcpro.com//hdmi ports quantity,hdmi_port_quantity
www.xpcpro.com//headphone out,headphone_port_quantity
www.xpcpro.com//headphone outputs,headphone_port_quantity
www.xpcpro.com//number of loudspeakers,speakers_quantity
www.xpcpro.com//number of osd languages,supported_languages_number
www.xpcpro.com//usb 20 ports quantity,usb_port2_quantity
www.xpcpro.com//usb 30 ports quantity,usb_port3_quantity
www.xpcpro.com//vga dsub ports quantity,vga_port_quantity
ca.pcpartpicker.com//aspect ratio,supported_aspect_ratio
ca.pcpartpicker.com//brightness,screen_brightness
ca.pcpartpicker.com//contrast ratio,contrast_ratio_static
ca.pcpartpicker.com//display colors,number_of_colors
ca.pcpartpicker.com//recommended resolution,supported_resolution
ca.pcpartpicker.com//refresh rate,vertical_refresh_rate_max
ca.pcpartpicker.com//refresh rate,vertical_refresh_rate_range
ca.pcpartpicker.com//response time,response_time
ca.pcpartpicker.com//screen size,screen_size_diagonal
catalog.com//aspect ratio,supported_aspect_ratio
catalog.com//contrast ratio,contrast_ratio_static
catalog.com//max resolution,supported_resolution
catalog.com//refresh rate,vertical_refresh_rate_max
catalog.com//refresh rate,vertical_refresh_rate_range
ce.yikus.com//aspectratio,supported_aspect_ratio
ce.yikus.com//size,screen_size_diagonal
ce.yikus.com//warranty,warranty_duration
www.best-deal-items.com//aspect ratio,supported_aspect_ratio
www.best-deal-items.com//brightness typical,screen_brightness
www.best-deal-items.com//color support,number_of_colors
www.best-deal-items.com//color supported,number_of_colors
www.best-deal-items.com//colour support,number_of_colors
www.best-deal-items.com//digital horizontal frequency,digital_horizontal_refresh_rate_max
www.best-deal-items.com//digital horizontal frequency,digital_horizontal_refresh_rate_range
www.best-deal-items.com//digital vertical frequency,digital_vertical_refresh_rate_max
www.best-deal-items.com//digital vertical frequency,digital_vertical_refresh_rate_range
www.best-deal-items.com//display ratio,supported_aspect_ratio
www.best-deal-items.com//display resolution,supported_resolution
www.best-deal-items.com//horizontal refresh rate,horizontal_refresh_rate_max
www.best-deal-items.com//horizontal refresh rate,horizontal_refresh_rate_range
www.best-deal-items.com//horizontal scan range,horizontal_refresh_rate_max
www.best-deal-items.com//horizontal scan range,horizontal_refresh_rate_range
www.best-deal-items.com//humidity range operating,working_humidity
www.best-deal-items.com//image aspect ratio,supported_aspect_ratio
www.best-deal-items.com//limited warranty,warranty_duration
www.best-deal-items.com//native resolution,supported_resolution
www.best-deal-items.com//operating relative humidity hh,working_humidity
www.best-deal-items.com//operating relative humidity range,working_humidity
www.best-deal-items.com//power consumption stand by  sleep,power_consumption_standy
www.best-deal-items.com//service  support,warranty_duration
www.best-deal-items.com//standard refresh rate,vertical_refresh_rate_max
www.best-deal-items.com//standard refresh rate,vertical_refresh_rate_range
www.best-deal-items.com//storage relative humidity hh,working_humidity
www.best-deal-items.com//storage relative humidity range,working_humidity
www.best-deal-items.com//supported graphics resolutions,supported_resolution
www.best-deal-items.com//vertical refresh rate,vertical_refresh_rate_max
www.best-deal-items.com//vertical refresh rate,vertical_refresh_rate_range
www.best-deal-items.com//vertical scan range,vertical_refresh_rate_max
www.best-deal-items.com//vertical scan range,vertical_refresh_rate_range
www.cleverboxes.com//aspect ratio,supported_aspect_ratio
www.cleverboxes.com//brightness,screen_brightness
www.cleverboxes.com//colour support,number_of_colors
www.cleverboxes.com//contrast ratio,contrast_ratio_dynamic
www.cleverboxes.com//contrast ratio,contrast_ratio_static
www.cleverboxes.com//dimensions,monitor_depth_with_stand
www.cleverboxes.com//dimensions,monitor_dimension_with_stand
www.cleverboxes.com//dimensions,monitor_height_with_stand
www.cleverboxes.com//dimensions,monitor_weight_with_stand
www.cleverboxes.com//dimensions,monitor_width_with_stand
www.cleverboxes.com//environmental,working_humidity
www.cleverboxes.com//environmental,working_temperature_max
www.cleverboxes.com//environmental,working_temperature_min
www.cleverboxes.com//environmental,working_temperature_range
www.cleverboxes.com//maximum resolution,supported_resolution
www.cleverboxes.com//maximum response time,response_time
www.cleverboxes.com//pixel pitch,pixel_pitch
www.cleverboxes.com//power consumption,power_consumption_max
www.cleverboxes.com//power consumption,power_consumption_standy
www.cleverboxes.com//resolution maximum,supported_resolution
www.cleverboxes.com//resolution native,supported_resolution
www.cleverboxes.com//response time,response_time
www.cleverboxes.com//scan frequency horizontal,horizontal_refresh_rate_max
www.cleverboxes.com//scan frequency horizontal,horizontal_refresh_rate_range
www.cleverboxes.com//scan frequency vertical,vertical_refresh_rate_max
www.cleverboxes.com//scan frequency vertical,vertical_refresh_rate_range
www.cleverboxes.com//screen dimensions,screen_size_diagonal
www.cleverboxes.com//screen type,number_of_colors
www.cleverboxes.com//wall mount,mount_model
www.cleverboxes.com//warranty,warranty_duration
www.ebay.com//aspect ratio,supported_aspect_ratio
www.ebay.com//brightness,screen_brightness
www.ebay.com//color depth,number_of_colors
www.ebay.com//color depth ja,number_of_colors
www.ebay.com//colour support,number_of_colors
www.ebay.com//contrast ratio,contrast_ratio_static
www.ebay.com//display  color support,number_of_colors
www.ebay.com//display format,supported_resolution
www.ebay.com//display response time,response_time
www.ebay.com//environmental parameters,working_humidity
www.ebay.com//environmental parameters,working_temperature_max
www.ebay.com//environmental parameters,working_temperature_min
www.ebay.com//environmental parameters,working_temperature_range
www.ebay.com//horizontal refresh rate,horizontal_refresh_rate_max
www.ebay.com//horizontal refresh rate,horizontal_refresh_rate_range
www.ebay.com//humidity range operating,working_humidity
www.ebay.com//humidity rh non condensing,working_humidity
www.ebay.com//image aspect ratio,supported_aspect_ratio
www.ebay.com//image brightness,screen_brightness
www.ebay.com//max operating temperature,working_temperature_max
www.ebay.com//max operating temperature,working_temperature_range
www.ebay.com//max resolution,supported_resolution
www.ebay.com//maximum colors,number_of_colors
www.ebay.com//maximum resolution,supported_resolution
www.ebay.com//min operating temperature,working_temperature_min
www.ebay.com//min operating temperature,working_temperature_range
www.ebay.com//offmode power consumption,power_consumption_standy
www.ebay.com//operating humidity rh non condensing,working_humidity
www.ebay.com//projector image brightness,screen_brightness
www.ebay.com//recommended resolution,supported_resolution
www.ebay.com//refresh rate,vertical_refresh_rate_max
www.ebay.com//refresh rate,vertical_refresh_rate_range
www.ebay.com//response time,response_time
www.ebay.com//scan format,supported_resolution
www.ebay.com//screen brightness,screen_brightness
www.ebay.com//screen refresh rate,vertical_refresh_rate_max
www.ebay.com//screen refresh rate,vertical_refresh_rate_range
www.ebay.com//screen size,screen_size_diagonal
www.ebay.com//service  support,warranty_duration
www.ebay.com//standard refresh rate,vertical_refresh_rate_max
www.ebay.com//standard refresh rate,vertical_refresh_rate_range
www.ebay.com//standby power consumption,power_consumption_standy
www.ebay.com//support details full contract period,warranty_duration
www.ebay.com//supported resolutions,supported_resolution
www.ebay.com//vertical refresh rate,vertical_refresh_rate_max
www.ebay.com//vertical refresh rate,vertical_refresh_rate_range
www.getprice.com.au//display resolution,supported_resolution
www.getprice.com.au//response time,response_time
www.hardware-planet.it//altezza,monitor_dimension
www.hardware-planet.it//altezza,monitor_height
www.hardware-planet.it//altezza con supporto,monitor_dimension_with_stand
www.hardware-planet.it//altezza con supporto,monitor_height_with_stand
www.hardware-planet.it//altezza imballo,packaging_dimension
www.hardware-planet.it//altezza imballo,packaging_height
www.hardware-planet.it//colori del display,number_of_colors
www.hardware-planet.it//consumi,power_consumption_max
www.hardware-planet.it//consumi modalità risparmio energetico,power_consumption_standy
www.hardware-planet.it//consumi modalità spento,power_consumption_standy
www.hardware-planet.it//consumi modalità standby,power_consumption_standy
www.hardware-planet.it//dimensioni schermo,screen_size_diagonal
www.hardware-planet.it//dot pitch,pixel_pitch
www.hardware-planet.it//formato,supported_aspect_ratio
www.hardware-planet.it//frequenza di ingresso,input_frequency
www.hardware-planet.it//frequenza scansione orizzontale,digital_horizontal_refresh_rate_max
www.hardware-planet.it//frequenza scansione orizzontale,digital_horizontal_refresh_rate_range
www.hardware-planet.it//frequenza scansione verticale,digital_vertical_refresh_rate_max
www.hardware-planet.it//frequenza scansione verticale,digital_vertical_refresh_rate_range
www.hardware-planet.it//intervallo di scansione verticale,vertical_refresh_rate_max
www.hardware-planet.it//intervallo di scansione verticale,vertical_refresh_rate_range
www.hardware-planet.it//intervallo di temperatura,working_temperature_max
www.hardware-planet.it//intervallo di temperatura,working_temperature_min
www.hardware-planet.it//intervallo di temperatura,working_temperature_range
www.hardware-planet.it//intervallo temperatura di funzionamento,working_temperature_max
www.hardware-planet.it//intervallo temperatura di funzionamento,working_temperature_min
www.hardware-planet.it//intervallo temperatura di funzionamento,working_temperature_range
www.hardware-planet.it//larghezza,monitor_dimension
www.hardware-planet.it//larghezza,monitor_width
www.hardware-planet.it//larghezza con supporto,monitor_dimension_with_stand
www.hardware-planet.it//larghezza con supporto,monitor_width_with_stand
